Crop Type,Season,Temperature (°C),Humidity (%),Precipitation (mm),Soil Moisture (%),Wind Speed (km/h),Sunlight (hours),Disease Name
Soybean,Winter,16.733416871083100,56.153765325449000,11.343941326716700,51.056061504755700,23.478441867974600,6.530950067818990,Blast
Cassava,Summer,17.2176225972318,83.54914286770410,0.4265207104401760,39.04113235081330,12.51269894086280,11.096339241971300,Brown Spot
Rice,Summer,32.90164207535400,58.64980076043370,14.662147267193900,34.7039112626892,8.601968401011010,11.177134490799300,Common Rust
Corn,Winter,21.40965605303110,77.31746279271180,11.31946097185740,41.65857506362050,5.545442274742550,7.415071627903720,Blast
Cotton,Winter,28.381610215907500,38.53093000365220,4.301527731245310,48.779258414937000,12.167914767789900,7.649337716957890,Powdery Mildew
Rice,Autumn,26.06447488248110,61.441625839027200,11.301502649858200,44.604405509607400,8.471971912406340,9.929643724788020,Northern Corn Leaf Blight
Soybean,Winter,16.633488696185200,89.54595782864930,17.843634762257600,17.565072059233300,7.02011042758075,6.756657610702220,Rust
Sorghum,Spring,21.013011054898400,37.92627475875470,7.538653521150640,43.37212312885150,11.915146007646100,9.188723758768220,Powdery Mildew
Sunflower,Spring,15.85369714329980,91.65047147375620,23.72086610256870,32.3941178382093,17.076194579434800,6.826886554725720,Blast
Sugarcane,Autumn,34.07254436364180,82.0872729326769,27.41739535705920,28.50282086215580,2.6411862901951000,9.994887243522830,Northern Corn Leaf Blight
Cotton,Summer,27.120876897996100,31.759229634528400,30.755591864184600,59.30142383413210,9.606107157818710,11.655365642769000,Blast
Soybean,Spring,21.169925148242,56.46231283813860,23.539974513209800,42.73596920963570,7.633280364877430,10.656604899399500,Common Rust
Sorghum,Summer,32.08643416679310,36.57746462618610,30.934829835865200,20.962380639258200,17.613084529644700,6.599482047221460,Fusarium Head Blight
Millet,Autumn,13.264206232726800,46.863713743320400,18.37973730951160,41.443588892747900,20.899773231084800,6.0042897613622300,Brown Spot
Wheat,Spring,27.284378242302500,42.249824748591600,23.648368349318100,43.72400919787250,2.3524629957244400,5.440958205093950,Rust
Peanut,Autumn,20.280770199615200,69.35806427321230,26.413215765750100,54.84226356320910,10.089798980262900,11.413563360469400,Blast
Barley,Autumn,21.929976198640400,81.3871952705138,2.327890842822090,24.394083449173100,18.529772485494000,8.683972058089930,Powdery Mildew
Oat,Spring,21.763333842427100,33.065074513625200,40.78263012837880,38.3315990463617,24.4467670038608,10.402105274370400,Brown Spot
Tomato,Winter,32.06842747607760,89.02094508853240,35.780491582453200,41.97637459301570,7.977773366997600,6.057555868954240,Brown Spot
Peanut,Spring,31.715612024710900,63.767711928812000,40.47998848570480,28.931567345266900,4.776482263695090,5.407080187170890,Brown Spot
Cassava,Spring,27.864161196343100,87.95259130545340,39.47558887524860,51.793308319806300,13.411047419399000,6.256723284454850,Powdery Mildew
Sunflower,Spring,28.66262425550310,45.52381914075060,45.850207085461000,42.41083566650030,4.568669122137250,9.236554729059970,Blast
Sugarcane,Winter,31.2757219069796,82.68766586074470,8.442291231228990,58.66638319481620,2.2782176149931000,6.204533021304630,Sheath Blight
Lentil,Winter,15.036164223673300,83.31505423638670,19.250062032558900,35.646731713793900,0.568391980088162,11.345104750346900,Common Rust
Rice,Winter,14.500393309113700,97.2113013897455,7.508942077775270,47.60662498487840,14.725011895019800,8.304938386586830,Brown Spot
Lentil,Autumn,23.891065542721000,66.65768797214300,16.397403062566900,14.931580819339800,10.746606268769300,7.451881773418420,Northern Corn Leaf Blight
Sunflower,Spring,28.805678988397800,60.76745038955240,42.628296498710100,37.467041828785400,24.203230336590100,9.758644470763990,Fusarium Head Blight
Sunflower,Summer,32.09979235270820,71.3479117865603,37.987824752720400,46.51407703337780,0.9768129453554260,9.297247600971070,Common Rust
Cassava,Autumn,22.556114247634300,57.153444944869900,16.70247892634850,30.110431612728200,3.95802225608797,7.060537310598020,Powdery Mildew
Wheat,Summer,27.85735900831370,78.53576206452970,10.755694982027100,48.60698445888130,4.25553333095732,10.349128252964000,Brown Spot
Oat,Autumn,34.1158601868194,73.13697237730610,7.4044102148606300,50.56585050733630,2.1595525306472300,7.098897844647030,Sheath Blight
Sugarcane,Spring,23.080335352987700,99.83812558745120,31.86920863892040,38.11818984407290,2.817907260160030,10.420997724940000,Northern Corn Leaf Blight
Soybean,Spring,11.657854395789100,71.12696975704420,17.756211156355000,17.06714466684540,24.710548771235100,8.324844453960220,Sheath Blight
Cotton,Autumn,10.92762651278230,70.78081774132910,19.959006662621700,49.436976859604300,1.9147515136201700,8.012939740717590,Rust
Cassava,Autumn,22.488291609721900,50.43964902459550,19.83336205463810,34.37898469884090,24.258363141669200,7.93559062936474,Fusarium Head Blight
Cassava,Autumn,16.913955001418400,95.40638695588870,9.09141160029186,20.48569156121530,20.821959655096700,7.724144974855940,Brown Spot
Wheat,Autumn,17.640067912849600,35.325161570054800,31.832608676921300,34.30205521203480,21.539478706326900,9.481673792973930,Northern Corn Leaf Blight
Barley,Summer,12.347023691899100,70.94606899812180,34.1415423084467,34.65614305125640,6.719047073882230,7.453571753183340,Common Rust
Sunflower,Spring,17.942851294781600,31.41187195711610,36.878966298761800,14.40232147022420,18.365412469506100,5.744396400196720,Brown Spot
Tomato,Spring,10.211593112099600,93.44718071627610,45.76865293889650,46.787462541756600,0.3828865171410460,9.590905500915070,Powdery Mildew
Soybean,Spring,19.99883529895960,40.13807453675580,20.776978442326700,45.887885966452600,9.501608279307430,8.128753341466070,Fusarium Head Blight
Soybean,Summer,10.622037060270900,81.5768072549236,7.9705767932541500,32.480664062498800,23.776771199521900,6.0456070594278600,Blast
Tomato,Winter,27.749176105589300,78.7745904911924,32.90408153644270,57.08565822733770,24.226896157202500,6.412502935252600,Sheath Blight
Soybean,Autumn,15.672861711620300,65.16782664990710,5.111155081230750,59.717386857800900,3.1592286062266600,5.150280692396140,Rust
Peanut,Summer,32.99882193667940,50.637661976425000,31.87415693786880,37.85699246461700,1.5849207634481600,8.614311993382290,Blast
Sunflower,Winter,18.07026949686870,81.07813768471300,33.17640816975830,51.70294475256140,9.882119244683090,7.197375848035200,Fusarium Head Blight
Soybean,Winter,11.73029991159580,47.33511057049100,15.268885123206000,44.19108306784610,6.655084860341450,6.060778815118100,Northern Corn Leaf Blight
Rice,Autumn,26.147077589415400,77.71012029012890,8.945196674781870,46.41151222073060,2.4069580879434900,7.938671688865750,Blast
Oat,Autumn,29.8424451513014,32.136308298165100,10.242943709063300,57.218892754997700,3.7495678998459900,8.895309545522050,Northern Corn Leaf Blight
Sugarcane,Winter,32.72536009354940,69.23112956984520,33.23031910522050,28.012888461163100,2.214903725241800,9.165270625928910,Gray Leaf Spot
Corn,Spring,19.118392660145000,66.15296038961750,27.864529192216300,59.688779228344200,1.6919151735475800,7.0746250066978800,Northern Corn Leaf Blight
Tomato,Winter,30.020429169026100,74.80518215680370,45.349159302053800,43.51166567201610,21.81089382000290,10.928018752391500,Blast
Soybean,Winter,31.550900029105600,30.411633080095700,4.3415386989209900,10.42323969506000,19.453800659793400,7.722689319897900,Gray Leaf Spot
Corn,Summer,28.756453644329300,80.00490056369260,48.521777044884700,36.149365575099300,0.2056283636099780,5.019256357067750,Northern Corn Leaf Blight
Cassava,Autumn,14.488636407187900,48.241180255433200,49.413145951269000,12.829060426527100,4.311946097334120,11.312615740507500,Powdery Mildew
Rice,Winter,26.206728728166800,52.277098599038700,3.068093553350630,20.184805291255800,24.71113649872840,11.176568014116300,Rust
Millet,Winter,14.423221763673600,93.08285221788620,14.08504338776700,39.464486566210800,14.45140443812460,10.35333859894860,Sheath Blight
Corn,Spring,21.947032447737000,52.081430555001300,11.901629217000800,27.059146216331600,5.955364709132690,10.730351706161400,Gray Leaf Spot
Cotton,Autumn,25.87036638150850,84.90037123219490,1.5266834451046800,16.443169990825900,7.1908148551110300,6.179059912388970,Common Rust
Cotton,Summer,21.593043490838300,98.7468069225725,22.83867426840180,15.259441135767000,24.298961056241800,7.551668764353270,Powdery Mildew
Corn,Autumn,23.065856203149200,52.29738650621550,23.01998893509010,43.5228290600625,4.836214589372980,7.758606210896890,Powdery Mildew
Millet,Winter,16.720769157866800,46.85857940687960,42.428125524085500,32.94131624223390,2.6230953511869800,6.323515907290240,Sheath Blight
Peanut,Summer,30.28757098125790,71.25345851220570,17.597158845661400,45.755820697164700,5.219213624798170,9.914591557732870,Powdery Mildew
Sugarcane,Spring,34.491896467269900,93.08771143452160,1.4106362114555100,20.874884666803900,5.115559687086320,6.554024641141740,Sheath Blight
Soybean,Autumn,24.09866109826030,72.29900925331850,23.001134623561000,44.67446921444620,0.01910279394062580,8.87679169454426,Fusarium Head Blight
Tomato,Autumn,21.78703133606700,55.44610084922580,22.479108952579800,13.461131989695100,23.68375109354710,6.950923031210450,Common Rust
Rice,Autumn,24.357538412844500,51.01031909045210,2.9907616340288200,23.848384165328400,14.007629953293300,6.571623893351680,Powdery Mildew
Tomato,Autumn,34.912209354268600,75.96395534147440,36.22210130026580,53.342616143708400,11.936522711641200,10.676809120502400,Fusarium Head Blight
Sorghum,Spring,12.587753211309500,73.30182359243700,38.356797513120000,11.702947668011400,3.0477126549200500,8.029834568909180,Fusarium Head Blight
Sugarcane,Spring,32.738989233565400,56.60536876776700,44.33849554671980,30.9253037940505,8.509396234911500,10.59805937284590,Northern Corn Leaf Blight
Sorghum,Summer,13.251405856812600,77.05306787093960,40.744279181258100,12.400004032413600,17.27512715954270,10.100189145805800,Blast
Peanut,Winter,20.90614187888840,61.31618255926950,3.7583265787189200,25.670007282686000,2.264942187943630,11.06530735466170,Gray Leaf Spot
Cotton,Summer,12.559615618269900,96.31338307669440,10.94353095231330,28.974436138549000,3.8656104579983600,5.232530072506280,Rust
Cotton,Autumn,21.296641541019200,84.30004215035380,35.72342376487840,12.196118035477800,18.825732302351900,7.939053503968450,Brown Spot
Millet,Winter,28.002191072916000,48.89287888767440,12.690589283321800,23.54955659016700,10.248669903522700,11.881158097407400,Fusarium Head Blight
Soybean,Autumn,26.157331302813400,91.23132522383320,47.1799131040488,11.641791543635700,4.846172407911980,8.610805939855410,Common Rust
Barley,Autumn,21.159033306099300,99.90152478134100,27.328966116142900,18.453786174540000,9.05773326468971,6.293948005810490,Gray Leaf Spot
Sugarcane,Winter,26.92164882595420,90.0880328590969,49.61194608136260,26.19355928715410,16.669193213000700,8.492786494231370,Blast
Rice,Winter,10.503923264731300,35.968951620505800,1.4654206326054200,26.93208039311870,4.8303750058290900,8.109243731531210,Rust
Sugarcane,Summer,31.328026003861500,42.13031688088990,36.40639858462530,52.35704258309340,16.296248035549100,8.305131238938560,Northern Corn Leaf Blight
Peanut,Autumn,21.512437373985500,68.67022689773230,22.410596561803800,29.76499616104010,8.022066460814720,6.869300585285510,Brown Spot
Corn,Winter,34.052199250661900,77.13239126943740,9.656288589605490,25.346565366924100,18.50090836486610,9.614666017371830,Gray Leaf Spot
Sugarcane,Spring,30.662462046469000,81.34823793022290,13.59701647863360,29.932827584730100,19.925987810946700,5.486674365524200,Powdery Mildew
Soybean,Winter,21.044882539496300,82.30212548977500,42.9794503863314,37.3724416944941,2.3756309858788300,11.06103152274290,Blast
Cassava,Autumn,28.557133177581400,67.59108396070480,29.0547476063932,37.14667919968040,4.0213021779540900,10.649299330493800,Fusarium Head Blight
Sorghum,Summer,31.175131769401900,43.82236252427050,49.976168696656300,43.1099207083018,13.556116048825000,8.296796124271770,Sheath Blight
Oat,Summer,26.90206630663890,64.0069604544673,14.343618279983700,29.661878333149700,7.38833957965333,8.417117893082600,Common Rust
Lentil,Summer,15.11542624151650,58.484103782444700,41.97240353187880,58.703155625940100,1.5410971641038300,11.034503751093500,Brown Spot
Sorghum,Winter,24.452007478436800,63.93822147076410,31.085642841521500,20.817921556409400,7.468694877753720,9.175653548309490,Common Rust
Cotton,Summer,15.617407993623700,39.21859383478620,2.3542592795286200,20.846386968878600,20.200826520007300,8.820694262034300,Sheath Blight
Sorghum,Winter,25.9292573429083,64.78649567681200,13.724728431489400,21.845650597531100,0.9727640138311290,10.809030049063300,Powdery Mildew
Cotton,Autumn,33.37326495536000,63.629479743794200,35.80542019819140,14.600581475346700,15.509163306280600,9.0325610581374,Fusarium Head Blight
Cotton,Autumn,12.770065096031600,36.458556694244400,13.596400551128500,35.40810205077340,22.874878115231100,7.820700686574070,Fusarium Head Blight
Cassava,Spring,13.108223882027600,31.116845007762300,31.283787842596700,35.71219642326270,15.676232046418500,7.389620802873570,Common Rust
Cassava,Summer,17.53814732262040,36.7862935397188,49.00070594118280,18.93167661411560,23.337970769002000,9.358744818032070,Blast
Millet,Autumn,16.91476448051690,47.45150559046820,15.282144471357200,44.715351762426700,4.712789302741510,6.417146381838900,Sheath Blight
Oat,Autumn,28.860301879422600,58.262410915581500,38.72327599127630,31.599281230494000,6.763548841146940,8.177154894799520,Brown Spot
Millet,Summer,31.574010565327800,70.02708857942690,22.15356669629130,15.865003148902800,18.20333330317640,6.830863969836010,Powdery Mildew
Cotton,Autumn,32.6917587293748,79.22199612738850,16.560147910525700,18.817107136357200,15.51720085075370,5.397323069892060,Common Rust
Soybean,Autumn,28.363478099196300,72.67162277079350,46.81033852868210,58.99188245451840,16.58347939977880,11.828681122327500,Common Rust
Millet,Autumn,14.550344377857600,72.30205264063080,29.610655161711,16.170952921125200,6.863464068587660,6.731928964154260,Sheath Blight
Cassava,Winter,16.152038867120300,36.56011409663690,45.64791805327310,53.38291435817680,9.09174495931648,8.104068681593860,Northern Corn Leaf Blight
Rice,Spring,16.745406128373200,38.507024428898900,3.712980168169930,51.38676402671090,14.602905447326400,7.696768733388470,Powdery Mildew
Millet,Spring,17.698209218622500,80.83739369223350,9.566874077216550,11.215865139665700,14.999781386295000,7.13324795769349,Rust
Millet,Spring,34.200537093363200,48.03731004222260,17.748715323182700,14.73127848329830,19.11192131565980,10.545017771343900,Northern Corn Leaf Blight
Millet,Autumn,30.069673028526400,71.9947114438796,23.306499788441500,33.19489945844260,15.938286973944100,11.229412709139200,Rust
Millet,Autumn,24.41261827795940,59.30402522279990,10.47559588226460,28.69279813709040,13.236672894124400,6.77203530041597,Blast
Oat,Autumn,30.71033563010920,77.69510824178720,15.302133693644400,44.14014097019870,21.813916524122600,7.08055112989086,Sheath Blight
Peanut,Spring,16.746946664641900,87.67976952328050,16.10279827190300,19.99157010138200,16.16373744378820,10.920882846085800,Powdery Mildew
Cotton,Summer,11.988924150822100,32.1544554222647,35.847446106335300,37.29884686040740,9.392058870340100,9.70944953729567,Fusarium Head Blight
Barley,Summer,21.962317808850500,45.57740798265860,17.681997339673000,28.96258588688260,12.271337738591900,9.324070341912270,Rust
